4065;2,3;pêche et chasse;pêcher au harpon, debout;
4070;2,5;pêche et chasse;chasse, arc et flèches ou arbalète;
4080;6;pêche et chasse;chasse, cerf, élan, gros gibier (code Taylor 170);
4081;11,3;pêche et chasse;chasse au gros gibier, en traînant la carcasse;
4083;4;pêche et chasse;chasse aux gros animaux marins;
4085;2,5;pêche et chasse;chasse au gros gibier, depuis une cache, peu de marche;
4086;2;pêche et chasse;chasse au gros gibier à partir d'une voiture, un avion ou un bateau;
4090;2,5;pêche et chasse;chasse, canard, échassier;
4095;3;pêche et chasse;chasse, roussette, écureuil;
4100;5;pêche et chasse;chasse, général;
4110;6;pêche et chasse;chasse, faisans ou tétras (code Taylor 680);
4115;3,3;pêche et chasse;chasse, oiseaux;
4120;5;pêche et chasse;chasse, lapin, écureuil, tétra des prairies, raton laveur, petit gibier (code Taylor 690);
4123;3,3;pêche et chasse;chasse, cochons sauvages;
4124;2;pêche et chasse;piégeage, général;
4125;9,5;pêche et chasse;chasse, randonnée avec équipement de chasse;
4130;2,5;pêche et chasse;tir au pistolet ou ball-trap, position debout;
4140;2,3;pêche et chasse;exercices de tir, position couchée;
4145;2,5;pêche et chasse;exercices de tir, agenouillé ou en position debout;
5010;3,3;activités domestiques;nettoyage, balayer la moquette ou les sols, général;
5011;2,3;activités domestiques;nettoyage, balayer, lentement, effort léger;
5012;3,8;activités domestiques;nettoyage, balayer, lentement, effort modéré;
5020;3,5;activités domestiques;nettoyage, important ou majeur (par ex. nettoyage de la voiture, des fenêtres, du garage), effort modéré;
5021;3,5;activités domestiques;nettoyage, lavage, debout, effort modéré;
5022;3,2;activités domestiques;nettoyage des fenêtres, lavage des fenêtres, général;
5023;2,5;activités domestiques;lavage, debout, effort léger;
5024;4,5;activités domestiques;cirage des sols, debout, marche lente, avec une cireuse électrique;
5025;2,8;activités domestiques;multiples tâches ménagères en même temps, effort léger;
5026;3,5;activités domestiques;multiples tâches ménagères en même temps, effort modéré;
5027;4,3;activités domestiques;multiples tâches ménagères en même temps, effort vigoureux;
5030;3,3;activités domestiques;nettoyage, maison ou cabane, général, effort modéré;
5032;2,3;activités domestiques;époussetage ou cirage des meubles, général;
5035;3,3;activités domestiques;activités de cuisine, en général (par ex. cuisiner, laver la vaisselle, nettoyer), effort modéré;
5040;2,5;activités domestiques;nettoyage, général (ranger, changer les draps, sortir les poubelles), effort léger;
5041;1,8;activités domestiques;faire la vaisselle, debout ou en général (non classé en composants debout/marche);
5042;2,5;activités domestiques;faire la vaisselle, débarrasser les plats de la table, marcher, effort léger;
5043;3,3;activités domestiques;passer l'aspirateur, général, effort modéré;
5044;3;activités domestiques;dépecer des animaux, petits;
5045;6;activités domestiques;dépecer des animaux, grands, effort vigoureux;
5046;2,3;activités domestiques;découper et fumer du poisson, sécher du poisson ou de la viande;
5048;4;activités domestiques;tanner des peaux, général;
5049;3,5;activités domestiques;cuisiner ou préparer des repas, effort modéré;
5050;2;activités domestiques;cuisiner ou préparer des repas – position debout ou assise ou en général (non classé en composants debout/marche), appareils manuels, effort léger;
5051;2,5;activités domestiques;servir les aliments, mettre la table, impliquant de marcher ou de se tenir debout;
5052;2,5;activités domestiques;cuisiner ou préparer des repas, marcher;
5053;2,5;activités domestiques;nourrir des animaux domestiques;
5055;2,5;activités domestiques;ranger des provisions (par ex. porter des provisions, faire des courses sans chariot), porter des paquets;
5056;7,5;activités domestiques;porter des provisions en montant des escaliers;
5057;3;activités domestiques;cuisiner du pain indien dans un four d'extérieur;
5060;2,3;activités domestiques;faire des courses alimentaires avec ou sans chariot, debout ou en marchant;
5065;2,3;activités domestiques;faire des courses non-alimentaires avec ou sans chariot, debout ou en marchant;
5070;1,8;activités domestiques;repasser;
5080;1,3;activités domestiques;tricoter, coudre, effort léger, emballer des cadeaux, en position assise;
5082;2,8;activités domestiques;coudre à la machine;
5090;2;activités domestiques;faire la lessive, plier ou étendre des vêtements, mettre des vêtements au lave-linge ou au sèche-linge, faire une valise, laver des vêtements à la main, impliquant d'être debout, effort léger;
5092;4;activités domestiques;faire la lessive, pendre du linge, laver des vêtements à la main, effort modéré;
5095;2,3;activités domestiques;faire la lessive, ranger des vêtements, rassembler des vêtements pour les ranger, ranger du linge propre, impliquant de marcher;
5100;3,3;activités domestiques;faire le lit, changer les draps;
5110;5;activités domestiques;récolter et fabriquer du sirop d'érable (porter des seaux, du bois);
5120;5,8;activités domestiques;déplacer des meubles, des objets, porter des cartons;
5121;5;activités domestiques;déplacer, soulever des charges légères;
5125;4,8;activités domestiques;ranger une pièce;
5130;3,5;activités domestiques;nettoyer à la brosse des sols, à genoux, nettoyer à la brosse une salle de bain, une baignoire, effort modéré;
5131;2;activités domestiques;nettoyer à la brosse des sols, à genoux, nettoyer à la brosse une salle de bain, une baignoire, effort léger;
5132;6,5;activités domestiques;nettoyer à la brosse des sols, à genoux, nettoyer à la brosse une salle de bain, une baignoire, effort vigoureux;
5140;4;activités domestiques;balayer le garage, le trottoir ou l'extérieur de la maison;
5146;3,5;activités domestiques;être debout, emballer/déballer des cartons, soulever occasionnellement des objets légers, charger ou décharger des articles dans la voiture, effort modéré;
5147;3;activités domestiques;impliquant de marcher, ranger des objets, effort modéré;
5148;2,5;activités domestiques;arroser les plantes;
5149;2,5;activités domestiques;faire un feu;
5150;9;activités domestiques;porter des objets dans des escaliers, porter des cartons ou des meubles;
5160;2;activités domestiques;être debout, tâches à effort léger (faire le plein d'essence, changer une ampoule, etc.);
5165;3,5;activités domestiques;marcher, tâches à effort modéré, hors nettoyage (se préparer à sortir, fermer/verrouiller les portes, fermer les fenêtres, etc.);
5170;2,2;activités domestiques;être assis, jouer avec un/des enfant(s), effort léger, périodes actives uniquement;
5171;2,8;activités domestiques;être debout, jouer avec un/des enfant(s), effort léger, périodes actives uniquement;
5175;3,5;activités domestiques;marcher/courir, jouer avec un/des enfant(s), effort modéré, périodes actives uniquement;
5180;5,8;activités domestiques;marcher/courir, jouer avec un/des enfant(s), effort vigoureux, périodes actives uniquement;
5181;3;activités domestiques;marcher et porter un petit enfant de 7 kg ou plus;
5182;2,3;activités domestiques;marcher et porter un petit enfant de moins de 7 kg;
5183;2;activités domestiques;être debout, porter un enfant;
5184;2,5;activités domestiques;s’occuper d’enfants, nourrisson, général;
5185;2;activités domestiques;s’occuper d’enfants, assis/à genoux (par ex. habiller, baigner, préparer, nourrir, soulever occasionnellement l'enfant) effort léger, général;
5186;3;activités domestiques;s’occuper d’enfants, debout (par ex. habiller, baigner, préparer, nourrir, soulever occasionnellement l'enfant) effort modéré;
5188;1,5;activités domestiques;être allongé avec un bébé;
5189;2;activités domestiques;allaiter, assise ou allongée;
5190;2,5;activités domestiques;être assis, jouer avec des animaux, effort léger, périodes actives uniquement;
5191;2,8;activités domestiques;être debout, jouer avec des animaux, effort léger, périodes actives uniquement;
5192;3;activités domestiques;marcher/courir, jouer avec des animaux, général, effort léger, périodes actives uniquement;
5193;4;activités domestiques;marcher/courir, jouer avec des animaux, effort modéré, périodes actives uniquement;
5194;5;activités domestiques;marcher/courir, jouer avec des animaux, effort vigoureux, périodes actives uniquement;
5195;3,5;activités domestiques;être debout, baigner le chien;
5197;2,3;activités domestiques;s’occuper des animaux, animaux domestiques, général;
5200;4;activités domestiques;s'occuper de personnes âgées, d'adultes handicapés, baigner, habiller, coucher et lever, périodes actives uniquement;
5205;2,3;activités domestiques;s'occuper de personnes âgées, d'adultes handicapés, nourrir, peigner, effort léger, périodes actives uniquement;
6010;3;réparation domestique;réparation d'un avion;
6020;4;réparation domestique;travailler sur la carrosserie d'une automobile;
6030;3,3;réparation domestique;réparation automobile, effort léger ou modéré;
6040;3;réparation domestique;menuiserie, général, atelier (code Taylor 620);
6050;6;réparation domestique;menuiserie, extérieur de la maison, installer des gouttières, construire une clôture (code Taylor 640);
6052;3,8;réparation domestique;menuiserie, extérieur de la maison, construire une clôture;
6060;3,3;réparation domestique;menuiserie, finition ou restauration de meubles;
6070;6;réparation domestique;menuiserie, scier du bois de feuillus;
6072;4;réparation domestique;menuiserie, travaux de rénovation résidentielle, effort modéré;
6074;2,3;réparation domestique;menuiserie, travaux de rénovation résidentielle, effort léger;
6080;5;réparation domestique;calfeutrer, isoler une cabane en bois;
6090;4,5;réparation domestique;calfeutrer, hors cabane;
6100;5;réparation domestique;nettoyer les gouttières;
6110;5;réparation domestique;creuser un garage;
6120;5;réparation domestique;poser des doubles fenêtres;
6122;5;réparation domestique;poser des plaques de plâtre à l’intérieur d’une maison;
6124;3;réparation domestique;planter des clous;
6126;2,5;réparation domestique;réparation domestique, général, effort léger;
6127;4,5;réparation domestique;réparation domestique, général, effort modéré;
6128;6;réparation domestique;réparation domestique, général, effort vigoureux;
6130;4,5;réparation domestique;poser ou retirer de la moquette;
6140;3,8;réparation domestique;poser du carrelage ou du linoléum, réparer des appareils;
6144;3;réparation domestique;réparer des appareils;
6150;5;réparation domestique;peindre, extérieur de la maison (code Taylor 650);
6160;3,3;réparation domestique;peindre, intérieur de la maison, papier peint, décapage de peinture;
6165;4,5;réparation domestique;peindre, (code Taylor 630);
6167;3;réparation domestique;plomberie, général;
6170;3;réparation domestique;poser et retirer une bâche – voilier;
6180;6;réparation domestique;poser la toiture;
6190;4,5;réparation domestique;poncer les sols avec une ponceuse;
6200;4,5;réparation domestique;décaper et peindre un voilier ou un hors-bord;
6205;2;réparation domestique;affûter des outils;
6210;5;réparation domestique;étaler de la terre à l'aide d'une pelle;
6220;4,5;réparation domestique;laver et cirer la coque d'un voilier ou un avion;
6225;2;réparation domestique;laver et cirer une voiture;
6230;4,5;réparation domestique;laver une clôture, peindre une clôture, effort modéré;
6240;3,3;réparation domestique;câblage, dériver-connecter;
7010;1;inactivité, repos/effort léger;être allongé en silence et regarder la télévision;
7011;1,3;inactivité, repos/effort léger;être allongé en silence sans rien faire, être allongé dans un lit sans dormir, écouter de la musique (sans parler ni lire);
7020;1,3;inactivité, repos/effort léger;être assis en silence et regarder la télévision;
7021;1,3;inactivité, repos/effort léger;être assis en silence, général;
7022;1,5;inactivité, repos/effort léger;être assis en silence, s’agiter, général, agiter les mains;
7023;1,8;inactivité, repos/effort léger;être assis, agiter les pieds;
7024;1,3;inactivité, repos/effort léger;être assis, fumer;
7025;1,5;inactivité, repos/effort léger;être assis, écouter de la musique (sans parler ni lire), regarder un film au cinéma;
7026;1,3;inactivité, repos/effort léger;être assis à un bureau, la tête dans les mains;
7030;1;inactivité, repos/effort léger;dormir;
7040;1,3;inactivité, repos/effort léger;être debout en silence, être dans une file d'attente;
7041;1,8;inactivité, repos/effort léger;être debout, s’agiter;
7050;1,3;inactivité, repos/effort léger;être allongé, écrire;
7060;1,3;inactivité, repos/effort léger;être allongé, parler ou parler au téléphone;
7070;1,3;inactivité, repos/effort léger;être allongé, lire;
7075;1;inactivité, repos/effort léger;méditer;
8009;3,3;pelouse et jardin;porter, charger ou empiler du bois, charger/décharger ou transporter du bois de charpente, effort léger à modéré;
8010;5,5;pelouse et jardin;porter, charger ou empiler du bois, charger/décharger ou transporter du bois de charpente;
8019;4,5;pelouse et jardin;couper du bois, fendre des bûches, effort modéré;
8020;6,3;pelouse et jardin;couper du bois, fendre des bûches, effort vigoureux;
8025;3,5;pelouse et jardin;débroussailler, éclaircir un jardin, effort modéré;
8030;6,3;pelouse et jardin;débroussailler, sous-bois ou terrain, porter des branches, tirer une brouette, effort vigoureux;
8040;5;pelouse et jardin;creuser un bac à sable, pelleter du sable;
8045;3,5;pelouse et jardin;creuser, bêcher, garnir le jardin, composter, effort léger à modéré;
8050;5;pelouse et jardin;creuser, bêcher, garnir le jardin, composter (code Taylor 590);
8052;7,8;pelouse et jardin;creuser, bêcher, garnir le jardin, composter, effort vigoureux;
8055;2,8;pelouse et jardin;conduire un tracteur;
8057;8,3;pelouse et jardin;abattre des arbres de grande taille;
8058;5,3;pelouse et jardin;abattre des arbres de taille moyenne à petite;
8060;5,8;pelouse et jardin;jardiner avec des outils motorisés lourds, labourer un jardin, utiliser une tronçonneuse;
8065;2,3;pelouse et jardin;jardiner, avec des conteneurs, personnes de plus de 60 ans;
8070;4;pelouse et jardin;canaux d'irrigation, ouvrir et fermer des barrages;
8080;6,3;pelouse et jardin;poser des pierres concassées;
8090;5;pelouse et jardin;poser du gazon;
8095;5,5;pelouse et jardin;tondre la pelouse, général;
8100;2,5;pelouse et jardin;tondre la pelouse, conduire une tondeuse (code Taylor 550);
8110;6;pelouse et jardin;tondre la pelouse, marcher, tondeuse manuelle (code Taylor 570);
8120;5;pelouse et jardin;tondre la pelouse, marcher, tondeuse à moteur, effort modéré ou vigoureux;
8125;4,5;pelouse et jardin;tondre la pelouse, tondeuse à moteur, effort léger ou modéré (code Taylor 590);
8130;2,5;pelouse et jardin;utiliser une souffleuse à neige, marcher;
8135;2;pelouse et jardin;planter, rempoter, transplanter des germes ou plantes, effort léger;
8140;4,3;pelouse et jardin;planter des germes, buissons, penché, effort modéré;
8145;4,3;pelouse et jardin;planter des cultures ou jardiner, penché, effort modéré;
8150;4,5;pelouse et jardin;planter des arbres;
8160;3,8;pelouse et jardin;ratisser la pelouse ou des feuilles, effort modéré;
8165;4;pelouse et jardin;ratisser la pelouse (code Taylor 600);
8170;4;pelouse et jardin;ratisser le toit avec un grattoir à neige;
8180;3;pelouse et jardin;conduire une souffleuse à neige;
8190;4;pelouse et jardin;mettre en sac de l'herbe, des feuilles;
8192;5,5;pelouse et jardin;pelleter de la terre ou de la boue;
8195;5,3;pelouse et jardin;pelleter de la neige, à la main, effort modéré;
8200;6;pelouse et jardin;pelleter de la neige, à la main (code Taylor 610);
8202;7,5;pelouse et jardin;pelleter de la neige, à la main, effort vigoureux;
8210;4;pelouse et jardin;tailler des arbustes ou des arbres, outil de coupe manuel;
8215;3,5;pelouse et jardin;tailler des arbustes ou des arbres, outil de coupe à moteur, utilisation d'un souffleur de feuilles, d'une débroussailleuse, effort modéré;
8220;3;pelouse et jardin;marcher, appliquer de l'engrais ou ensemencer une pelouse, distributeur roulant;
8230;1,5;pelouse et jardin;arroser la pelouse ou le jardin, debout ou en marchant;
8239;3,5;pelouse et jardin;désherber, cultiver le jardin, effort léger à modéré;
8240;4,5;pelouse et jardin;désherber, cultiver le jardin (code Taylor 580);
8241;5;pelouse et jardin;désherber, cultiver le jardin, avec une houe, effort modéré à vigoureux;
8245;3,8;pelouse et jardin;jardiner, général, effort modéré;
8246;3,5;pelouse et jardin;cueillir des fruits sur les arbres, ramasser des fruits/légumes, effort modéré;
8248;4,5;pelouse et jardin;cueillir des fruits, glaner des fruits, ramasser des fruits/légumes, monter une échelle pour cueillir des fruits, effort vigoureux;
8250;3,3;pelouse et jardin;impliquant de marcher/d'être debout – récolter le jardin, effort léger, cueillir des fleurs ou ramasser des légumes;
8251;3;pelouse et jardin;marcher, ranger des outils de jardinage;
8255;5,5;pelouse et jardin;brouetter, pousser un chariot ou une brouette de jardinage;
8260;3;pelouse et jardin;travaux de cour, général, effort léger;
8261;4;pelouse et jardin;travaux de cour, général, effort modéré;
8262;6;pelouse et jardin;travaux de cour, général, effort vigoureux;
9000;1,5;divers;jouer à des jeux de société, en position assise;
9005;2,5;divers;jouer au casino, debout;
9010;1,5;divers;jouer aux cartes, en position assise;
9013;1,5;divers;jouer aux échecs, en position assise;
9015;1,5;divers;copier des documents, debout;
9020;1,8;divers;dessiner, écrire, peindre, debout;
9025;1;divers;rire, en position assise;
9030;1,3;divers;être assis, lire un livre, un journal, etc.;
9040;1,3;divers;être assis, écrire, faire du travail de bureau, taper sur un clavier;
9045;1;divers;être assis, jouer à des jeux vidéo traditionnels, jeux d'ordinateur;
9050;1,8;divers;être debout, parler en face à face, au téléphone, à l’ordinateur ou envoyer des messages textuels, effort léger;
9055;1,5;divers;être assis, parler en face à face, au téléphone, à l’ordinateur ou envoyer des messages textuels, effort léger;
9060;1,3;divers;être assis, étudier, général, y compris lire et/ou écrire, effort léger;
9065;1,8;divers;être assis, en classe, général, y compris prendre des notes ou discuter en classe;
9070;1,8;divers;être debout, lire;
9071;2,5;divers;être debout, divers;
9075;1,8;divers;être assis, arts et artisanat, sculpture sur bois, tissage, filage de la laine, effort léger;
9080;3;divers;être assis, arts et artisanat, sculpture sur bois, tissage, filage de la laine, effort modéré;
9085;2,5;divers;être debout, arts et artisanat, peinture sur sable, sculpture, tissage, effort léger;
9090;3,3;divers;être debout, arts et artisanat, peinture sur sable, sculpture, tissage, effort modéré;
9095;3,5;divers;être debout, arts et artisanat, peinture sur sable, sculpture, tissage, effort vigoureux;
9100;1,8;divers;activités de repos/réunions de famille impliquant de s'asseoir, de se détendre, de parler et de manger;
9101;3;divers;activités de repos/réunions de famille impliquant de jouer avec des enfants;
9105;2;divers;tourisme/voyage/vacances impliquant de conduire un véhicule;
9106;3,5;divers;tourisme/voyage/vacances impliquant de marcher;
9110;2,5;divers;faire du camping impliquant d'être debout, de marcher, d'être assis, effort léger à modéré;
9115;1,5;divers;être assis lors d'un événement sportif, spectateur;
10010;1,8;jouer de la musique;accordéon, assis;
10020;2,3;jouer de la musique;violoncelle, assis;
10030;2,3;jouer de la musique;diriger un orchestre, debout;
10035;2,5;jouer de la musique;contrebasse, debout;
10040;3,8;jouer de la musique;batterie, assis;
10045;3;jouer de la musique;percussions (par ex. bongo, conga, benbe), effort modéré, assis;
10050;2;jouer de la musique;flûte, assis;
10060;1,8;jouer de la musique;cor, debout;
10070;2,3;jouer de la musique;piano, assis;
10074;2;jouer de la musique;jouer d’un instrument de musique, général;
10077;2;jouer de la musique;orgue, assis;
10080;3,5;jouer de la musique;trombone, debout;
10090;1,8;jouer de la musique;trompette, debout;
10100;2,5;jouer de la musique;violon, assis;
10110;1,8;jouer de la musique;instrument à bois, assis;
10120;2;jouer de la musique;guitare, classique, folk, assis;
10125;3;jouer de la musique;guitare, groupe de rock and roll, debout;
10130;4;jouer de la musique;fanfare, majorette, marcher, rythme modéré, général;
10131;5,5;jouer de la musique;fanfare, jouer d'un instrument, marcher, rythme soutenu, général;
10135;3,5;jouer de la musique;fanfare, tambour-major, marcher;
11003;2,3;profession;poste de travail actif, bureau sur tapis roulant, marcher;
11006;3;profession;agent de bord d'avion;
11010;4;profession;boulangerie, général, effort modéré;
11015;2;profession;boulangerie, effort léger;
11020;2,3;profession;reliure de livres;
11030;6;profession;construction de routes, conduire des machines lourdes;
11035;2;profession;construction de routes, gérer la circulation, debout;
11038;2,5;profession;charpenterie, général, effort léger;
11040;4,3;profession;charpenterie, général, effort modéré;
11042;7;profession;charpenterie, général, effort lourd ou vigoureux;
11050;8;profession;port de charges lourdes (par ex. briques, outils);
11060;8;profession;montée de charges modérées dans des escaliers, transport de cartons (11-22 kg);
11070;4;profession;femme de chambre, concierge d'hôtel, faire le lit, nettoyer une salle de bains, pousser un chariot;
11080;5,3;profession;extraction de charbon, perforation du charbon, de la roche;
11090;5;profession;extraction de charbon, montage des supports;
11100;5,5;profession;extraction de charbon, général;
11110;6,3;profession;extraction de charbon, pelleter le charbon;
11115;2,5;profession;cuisiner, chef;
11120;4;profession;construction, à l'extérieur, rénovation, structures nouvelles (par ex. réparation de toit, divers);
11125;2,3;profession;travail de concierge, effort léger (par ex. nettoyer lavabos et toilettes, épousseter, passer l'aspirateur, nettoyage léger);
11126;3,8;profession;travail de concierge, effort modéré (par ex. armoire électrique, balayer, passer la serpillère, sortir les poubelles, passer l'aspirateur);
11130;3,3;profession;travaux d'électricité (par ex. brancher des fils, dériver-connecter);
11135;1,8;profession;ingénieur (par ex. mécanique ou électrique);
11145;7,8;profession;agriculture, effort vigoureux (par ex. fabriquer des bottes de foin, nettoyer une grange);
